C18685	Landomycin E
C03546	myo-Inositol 4-phosphate
C04798	5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone
C11863	Gibberellin A9
C06729	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate
C01943	Obtusifoliol
C16538	1,5-Anhydro-D-mannitol
C21772	L-Firefly luciferyl-CoA
C04534	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose
C06030	Methyloxaloacetate
C14899	3-Dehydro-L-gulonate 6-phosphate
C00383	Malonate
C11960	Avermectin A2b
C06082	Abscisate
C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate
C04900	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide
C05654	5-(2'-Formylethyl)-4,6-dihydroxypicolinate
C08613	Torulene
C16643	Morphine-3-glucuronide
C03277	Imidazol-5-yl-pyruvate
C04302	N-(5-Phospho-D-ribosyl)anthranilate
C17254	8-Methylthiooctyl glucosinolate
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate
C21495	8-Geranylumbelliferone
C01414	Casbene
C01694	Ergosterol
C17434	di-trans,poly-cis-Hexaprenyl diphosphate
C19729	(2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial
C22080	(7R)-7-Hydroxyluteothin
C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA
C14806	1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene
C16506	(10S)-Juvenile hormone III acid diol
C00074	Phosphoenolpyruvate
C00398	Tryptamine
C03442	dTDP-L-dihydrostreptose
C04503	N'-Phosphoguanidinoethyl methyl phosphate
C05427	Phytyl diphosphate
C01874	2-Iodophenol
C12393	Prekinamycin
C01816	Heptadecane
C18134	Dihydroechinofuran
C06598	2,4,5-Trichloro-2,5-cyclohexadiene-1-ol
C04137	D-Octopine
C06671	2,4-Dichlorobenzoyl-CoA
C17255	3-Methylbutyraldehyde oxime
C15886	3,4-Dihydroanhydrorhodovibrin
C22024	Staphylopine
C06558	N-Ethylammelide
C06670	2,4-Dichlorobenzoate
C16014	cis-Stilbene oxide
C04815	5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one
C21009	N4-Aminopropylspermidine
C00545	L-Arabinonate
C17586	Butirosin B
C19800	(3-Phenoxyphenyl)methanol
C17252	7-Methylthioheptyl glucosinolate
C20841	2-Hydroxy-7-methoxy-5-methyl-1-naphthoate
C16272	3-Hydroxy-5-oxohexanoate
C15888	3,4,3',4'-Tetrahydrospirilloxanthin
C11807	Vinorine
C14146	alpha-Zeacarotene
C04471	(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate
C06557	Deisopropylhydroxyatrazine
C01748	Pyocyanine
C09789	Naringin
C21612	3-Dehydro-L-erythronate
C00388	Histamine
C16582	2-Hydroxyfelbamate
C19870	4,6-CH3(COO-)C-D-Man-beta-(1->4)-D-GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol
C14116	Naphthyl-2-methyl-succinyl-CoA
C03196	(S)-2-Hydroxyglutarate
C20423	alpha-D-Ribose 1-methylphosphonate 5-phosphate
C21659	alpha-Isomaltosyl-1,3-isomaltose
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil
C05827	Methylimidazole acetaldehyde
C04446	3-(3,4-Dihydroxypyridin-1-yl)-L-alanine
C20418	N,N'-Diacetyllegionaminate
C00455	Nicotinamide D-ribonucleotide
C00159	D-Mannose
C11150	Trichloroacetate
C20625	alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol
C06556	Deisopropylatrazine
C12107	3-Amino-5-hydroxybenzoate
C05380	Nicotinurate
C00322	2-Oxoadipate
C02535	Dimethyl selenide
C10216	Daidzin
C03175	Shikimate 3-phosphate
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
C18196	(3R)-all-trans-3-Hydroxyretinal
C00785	Urocanate
C04443	3-O-Methylquercetin
C21261	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II
C11735	N-Ethylglycine
C14847	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene
C14118	Naphthyl-2-hydroxymethyl-succinyl CoA
C21631	(S)-Tetrahydropapaverine
C02097	dTDP-galactose
C06304	(+)-Camphene
C00091	Succinyl-CoA
C07112	1-Phenylethanol
C03460	2-Methylprop-2-enoyl-CoA
C02480	cis,cis-Muconate
C04877	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate
C19909	N-Acetyl-alpha-neuraminate
C21071	dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose
C21191	Pluviatolide
C16143	(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol
C01779	Albendazole
C01226	12-OPDA
C11354	2-Hydroxy-cis-hex-2,4-dienoate
C21064	6-Deoxy-6-sulfo-D-glucono-1,5-lactone
C06517	(S)-6-O-Methylnorlaudanosoline
C02350	(S)-Allantoin
C11867	Gibberellin A7
C06737	(Z)-11-Tetradecenoyl-CoA
C18282	5-Chrysenecarboxylate
C09023	Agroclavine
C20245	UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate
C06001	(S)-3-Hydroxyisobutyrate
C01179	3-(4-Hydroxyphenyl)pyruvate
C03461	2-trans,6-trans-Farnesal
C00682	2-Hydroxymuconate semialdehyde
C21078	2,6-Dimethyldeca-2,4,6,8-tetraenedial
C00740	D-Serine
C02161	2-Aminophenoxazin-3-one
C00944	3-Dehydroquinate
C03515	Luteolin 7-O-glucuronide
C00167	UDP-glucuronate
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate
C17432	all-trans-Decaprenyl diphosphate
C18001	Nebramycin 5'
C21630	(S)-Norlaudanine
C19848	Adenylated molybdopterin
C03888	Oxidized Watasenia luciferin
C15930	L-Galactonate
C05412	L-Lyxonate
C16333	3-Hydroxy-OPC6-CoA
C02249	Arachidonyl-CoA
C18679	2,3-Dehydro-UWM6
C01516	Morphine
C04641	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate
C06189	Cyclic 2,3-bisphospho-D-glycerate
C06722	1,2-Dihydroxydibenzothiophene
C02153	Glucotropaeolin
C06103	6-Hydroxyhexanoic acid
C11409	(+)-trans-Carveol
C21385	trans-12-Hydroxyjasmonic acid
C21103	2,6-Dichloro-p-benzoquinone
C05411	L-Xylonate
C08063	1,4-Cyclohexanedione
C04553	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
C00213	Sarcosine
C18871	Glutathioselenol
C02226	2-Methylmaleate
C16355	7-Methyluric acid
C12627	Apigenin 7-O-neohesperidoside
C20543	Terpendole I
C20136	N-Demethyl-desepoxymaytansinol
C11630	15,16-Dihydrobiliverdin
C21303	(25R)-26-Hydroxycholest-4-en-3-one
C08062	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate
C18156	Bacteriochlorophyllide b
C07091	cis-Acetylacrylate
C11411	(1R,2R,4S)-Iso-dihydrocarveol
C04211	N(6)-[(Indol-3-yl)acetyl]-L-lysine
C00735	Cortisol
C12525	5alpha-Androstan-3beta,17beta-diol
C21570	4-Methoxy-2,2'-bipyrrole-5-carbaldehyde
C05130	Imidazole-4-acetaldehyde
C21574	2-Undecylpyrrole
C17589	6'''-Deamino-6'''-oxoneomycin C
C16138	L-Pyrrolysine
C11871	Gibberellin A5
C01164	7-Dehydrocholesterol
C12434	(S)-DNPA
C06105	Cyclohexane-1,2-dione
C20531	13-Desoxypaxilline
C20262	Zerumbone
C21090	Isocaprenoyl-CoA
C01301	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al
C20452	Norsolorinic acid
C14110	4-Hydroxymethylcatechol
C11691	Stemmadenine
C00204	2-Dehydro-3-deoxy-D-gluconate
C12123	7,4'-Dihydroxyflavone
C18349	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate
C04148	Phenylacetylglutamine
C03887	Oxidized Cypridina luciferin
C11250	Demecolcine
C05773	Cobyrinate
C21208	dTDP-acarviose-7-phosphate
C11338	Bornyl acetate
C04367	3-(3,5-Diiodo-4-hydroxyphenyl)lactate
C16299	Malonylshisonin
C20829	Sulfoquinovose
C16479	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C19761	1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate
C01157	Hydroxyproline
C01418	Cycasin
C16279	Thiothece-474
C02266	D-Xylonolactone
C14093	1,2-Dihydroxy-8-carboxynaphthalene
C19488	7,12-Dimethylbenz[a]anthracene
C16533	(13Z,16Z)-Docosadienoic acid
C00729	Tropine
C20244	(+)-beta-Pinene
C14610	(S)-5-Oxo-2,5-dihydrofuran-2-acetate
C06612	cis-3-Chloro-2-propene-1-ol
C21329	Benzoyl cyanide
C19762	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside
C04109	Gossypetin
C09827	Pinocembrin
C11964	Avermectin A1b aglycone
C20236	4-O-beta-D-Mannopyranosyl-D-glucopyranose
C18231	Calcitetrol
C05220	Salutaridinol
C18170	3-Acetamidopropanal
C00203	UDP-N-acetyl-D-galactosamine
C02621	13-Hydroxylupanine
C07095	2,5-Dichloro-cis,cis-muconate
C06108	Fluoroacetate
C01743	Paromamine
C06329	2-Chloromaleylacetate
C05576	3,4-Dihydroxyphenylethyleneglycol
C03885	3-Nonaprenyl-4-hydroxybenzoate
C21398	Methanesulfinic acid
C01062	5-Dehydro-D-gluconate
C05793	L-Urobilin
C11713	2-Naphthol
C11814	Demethylisoalangiside
C21150	Dibenzothiophene-5,5-dioxide
C05608	4-Hydroxycinnamyl aldehyde
C11965	Avermectin B1b monosaccharide
C12646	Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside
C01019	6-Deoxy-L-galactose
C06628	4-Hydroxy-6-methylpretetramide
C11173	SN-38
C01063	6-Carboxyhexanoyl-CoA
C20143	(25S)-26-Hydroxycholest-4-en-3-one
C14852	Benzo[a]pyrene-7,8-diol
C04101	1-O,6-O-Digalloyl-beta-D-glucose
C06790	Trichloroethene
C18253	Phenanthrene-4-carboxylate
C06505	Cob(I)yrinate a,c diamide
C05345	beta-D-Fructose 6-phosphate
C04544	gamma-L-Glutamyl-L-cysteinyl-beta-alanine
C01983	(R)-Mandelate
C06561	Naringenin chalcone
C16364	N,N'-Dimethylurea
C02864	O-Demethylpuromycin
C00400	(-)-Menthol
C01444	Oxamate
C11869	Gibberellin A34-catabolite
C12476	Decarbamoylnovobiocin
C10556	Deoxypodophyllotoxin
C11510	2,4.6-Trichloroanisole
C11962	5-Oxoavermectin ''1b'' aglycone
C05909	Leucodelphinidin
C20497	N-Acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C03113	Diisopropyl phosphate
C08650	Isoliquiritigenin
C00822	Dopaquinone
C01188	3-Hydroxy-2-methylpropanoate
C06187	Arbutin 6-phosphate
C20889	D-Galactaro-1,5-lactone
C19577	1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol
C03166	Phosphoguanidinoacetate
C05951	Leukotriene D4
C06346	(R,S)-Norcoclaurine
C14868	S-(1,2-Dichlorovinyl)glutathione
C11635	10-Deoxysarpagine
C21563	2-(Glutathione-S-yl)-hydroquinone
C21264	5'''-epi-Lividomycin B
C09821	6-Oxocyclohex-1-ene-1-carbonyl-CoA
C20674	N7-Methylguanosine
C00346	Ethanolamine phosphate
C18232	N-Formylmaleamic acid
C15898	Demethylspheroidene
C17740	p-Coumaroyl-diketide-CoA
C21983	Deacyl-lipid IVB
C20787	23,24-Dihydrocucurbitacin B
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole
C06017	dTDP-D-glucuronate
C02467	UDP-galactosamine
C08612	Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside)
C05668	3-Hydroxypropionyl-CoA
C04282	1-Pyrroline-4-hydroxy-2-carboxylate
C06341	7alpha,27-Dihydroxycholesterol
C06210	2-Hydroxy-6-keto-2,4-heptadienoate
C21156	Acarbose 7IV-phosphate
C01250	N-Acetyl-L-glutamate 5-semialdehyde
C08325	Amygdalin
C21476	Phenazine
C03453	gamma-Oxalocrotonate
C02123	3-Propylmalate
C21761	(3R)-3-Hydroxy-4-oxobutanoate
C16358	1-Methylxanthine
C05707	Selenohomocystine
C04527	Corniculatusin
C04611	Indol-3-ylacetyl-myo-inositol L-arabinoside
C21877	5-Carboxy-1-(5-O-phospho-beta-D-ribofuranosyl)pyridin-1-ium-3-carbonyl adenylate
C11472	D-glycero-beta-D-manno-Heptose 1,7-bisphosphate
C03219	(E)-2-Methylpropanal oxime
C00526	Deoxyuridine
C05195	3-Hydroxybenzoyl-CoA
C08813	Brassicasterol
C00666	LL-2,6-Diaminoheptanedioate
C20782	(S)-2-Phenyloxirane
C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one
C11545	Cobalt-precorrin 8
C21139	(S)-3-Acetyloctanal
C15784	Campest-4-en-3beta-ol
C07838	D-glycero-beta-D-manno-Heptose 1-phosphate
C07087	2-Hydroxy-6-oxoocta-2,4,7-trienoate
C08639	Cyanin
C11129	Isatin
C11039	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate
C17693	5-epi-Valiolone 7-phosphate
C02465	Triiodothyronine
C16633	5-Fluorouridine
C00665	beta-D-Fructose 2,6-bisphosphate
C16172	(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA
C01766	(-)-Borneol
C02876	Propanoyl phosphate
C05516	5-Amino-4-imidazole carboxylate
C06578	p-Cumate
C01125	Dihydro-4,4-dimethyl-2,3-furandione
C16262	1-Hydro-1,1a-dihydroxy-9-fluorenone
C21853	3-Bromo-4,5-dihydroxybenzoate
C02755	[Glu(-Cys)]n+1-Gly
C04199	Isovitexin 2''-O-beta-D-glucoside
C05402	Melibiose
C19753	cis-Muurola-3,5-diene
C02126	4-Nitroaniline
C08359	2-Methoxyestradiol-17beta 3-sulfate
C11430	9-Hydroxyphenanthrene
C16074	Phenylacetonitrile
C02201	Veratraldehyde
C02463	Precorrin 2
C06215	Levan
C02838	L-Octanoylcarnitine
C17702	Gentamicin X2
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine
C16469	3-Hydroxy-5-methylhex-4-enoyl-CoA
C20934	3-Deoxy-D-glycero-D-galacto-non-2-ulosonic acid
C18003	Lividomycin B
C01133	N-Acetyl-D-glucosaminate
C19725	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate
C21166	4-Hydroxy-3-methylbenzaldehyde
C02124	4-Chlorophenol
C00491	L-Cystine
C06071	Deoxyloganin
C09315	Umbelliferone
C06203	trans-o-Hydroxybenzylidenepyruvate
C01177	Inositol 1-phosphate
C21746	8-Methylthiooctyl-desulfoglucosinolate
C07307	Deacetylipecoside
C11417	(3S)-6-Hydroxy-3-isopropenyl-heptanoate
C18238	cis-Chlorobenzene dihydrodiol
C02462	Sabinene hydrate
C21928	(2Z,4E)-4-Amino-6-oxohepta-2,4-dienedioate
C21125	Chromopyrrolate
C11809	17-O-Acetylnorajmaline
C02041	Eicosanoyl-CoA
C00663	beta-D-Glucose 1-phosphate
C14827	9(S)-HPODE
C06568	O-Carbamoyl-deacetylcephalosporin C
C21808	21-Phosphorifampicin
C13454	Xanthoxic acid
C17346	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C19877	4-O-Phospho-alpha-Kdo-(2->6)-lipid IVA
C03990	Lithocholic acid
C06202	Salicylaldehyde
C06000	(S)-3-Hydroxyisobutyryl-CoA
C21126	K-252c
C00859	Gibberellin A1
C03354	3-Methylthiopropanamine
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate
C05135	4-(beta-Acetylaminoethyl)imidazole
C04525	Fecosterol
C12417	Auraviketone
C11499	(S)-3-Sulfolactate
C07565	Acetanilide
C21265	3''-Oxogentamicin A2
C20626	alpha-D-Gal-(1->3)-(alpha-L-Fuc-(1->2))-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol
C14112	cis-2-Carboxycyclohexyl-acetic acid
C16775	(S)-beta-Bisabolene
C20521	Cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]
C18254	Pyrene-4,5-oxide
C11682	Tetrahydroalstonine
C06201	2,4-Dihydroxyhept-2-enedioate
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene
C05947	L-erythro-4-Hydroxyglutamate
C03703	L-5-Carboxymethylhydantoin
C06178	1-Methylpyrrolinium
C14419	2,4-Dichloroaniline
C05841	Nicotinate D-ribonucleoside
C04856	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide
C20182	(-)-delta-Cadinene
C08601	Lutein
C18223	Stemar-13-ene
C20797	2,3-Dihydroxypropane-1-sulfonate
C05906	Leucocyanidin
C11994	10-Deoxymethymycin
C17343	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C06633	Erythromycin D
C20612	GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose
C04524	2-Protocatechoylphloroglucinolcarboxylate
C16204	1,2-Anthracenediol
C00333	D-Galacturonate
C00230	3,4-Dihydroxybenzoate
C00096	GDP-mannose
C21905	3-Oxocholan-24-oyl-CoA
C00780	Serotonin
C16212	3-Hydroxy-2-naphthoate
C01810	Glucomannan
C03671	2-Pyrone-4,6-dicarboxylate
C21106	24-epi-Campesterol
C04404	trans-4-Hydroxycyclohexanecarboxylate
C05931	N-Succinyl-L-glutamate
C01590	Kievitone
C06207	2,6-Dihydroxyphenylacetate
C02198	Thromboxane A2
C02129	5-Oxohexanoic acid
C03752	2-Amino-2-deoxy-D-gluconate
C16624	Isoniazid pyruvate
C03606	D-Hamamelose 2(1)-phosphate
C01045	N-Formyl-L-glutamate
C16365	5-Acetylamino-6-formylamino-3-methyluracil
C02105	(S)-Reticuline
C12211	UDP-kanosamine
C04330	5,10-Methenyltetrahydromethanopterin
C06732	alpha,beta-Didehydrotryptophan
C21587	(13S,14R)-1,13-Dihydroxy-N-methylcanadine
C15612	Senecionine N-oxide
C06740	Glucosyl-limonin
C00198	D-Glucono-1,5-lactone
C06394	delta-Cadinene
C16525	Icosadienoic acid
C00596	2-Hydroxy-2,4-pentadienoate
C19807	3',4',5'-O-Trimethyltricetin
C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione
C01180	4-Methylthio-2-oxobutanoic acid
C19880	D-glycero-alpha-D-manno-Heptose 1-phosphate
C11859	Gibberellin A37 open lactone
C14519	1-Hydroxypyrene
C03289	L-xylo-Hexulonolactone
C07479	2-Oxo-5-methyl-cis-muconate
C07343	2-Hydroxyphytanoyl-CoA
C03574	2-Formylaminobenzaldehyde
C02106	(S)-Scoulerine
C05698	Selenohomocysteine
C11521	UDP-6-sulfoquinovose
C18022	Red chlorophyll catabolite
C18237	Molybdoenzyme molybdenum cofactor
C06731	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate
C11520	Cyclohexyl isocyanide
C05928	(6R)-10-Formyltetrahydropteroyldiglutamate
C20620	N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol
C17588	6'''-Deamino-6'''-hydroxyneomycin C
C00008	ADP
C07478	2-Hydroxy-5-methyl-cis,cis-muconate
C08588	Crocetin
C07724	1,2-Dihydroxyfluorene
C04844	3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate
C00763	D-Proline
C17215	3-(3'-Methylthio)propylmalic acid
C06145	3-Butyn-1-al
C05515	5-Ureido-4-imidazole carboxylate
C06730	4-Methylcatechol
C09769	Asperuloside
C02380	6-Mercaptopurine
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA
C07103	2-Hydroxy-1,4-benzoquinone
C18301	4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene
C00558	D-Tagaturonate
C06586	2,3-Dihydroxy-4'-chlorobiphenyl
C18325	Feruloylagmatine
C21801	(+)-Demethylpiperitol
C15650	2,3-Diketo-5-methylthiopentyl-1-phosphate
C08552	Lampranthin II
C00327	L-Citrulline
C00186	(S)-Lactate
C01031	S-Formylglutathione
C02734	Phenolic phosphate
C01176	17alpha-Hydroxyprogesterone
C06051	Isopyridoxal
C02289	Isopiperitenone
C16357	3-Methylxanthine
C06089	ent-Copalyl diphosphate
C21751	5-Fluorodeoxyuridine triphosphate
C02140	Corticosterone
C03925	3,5-Dibromo-4-hydroxybenzoate
C10682	Matairesinol
C16834	1-Pentanol
C21100	Caldopentamine
C16448	Dihydrozeatin-O-glucoside
C11894	Taxa-4(5),11(12)-diene
C05447	(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
C02381	6-Methoxymellein
C21969	2-O-[6-O-Octanoyl-alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate
C14145	(3S)-3-Hydroxyadipyl-CoA
C11376	SN38 glucuronide
C11838	(S)-4,5-Dihydroxypentane-2,3-dione
C17232	2-Oxo-10-methylthiodecanoic acid
C21614	Glycolaldehyde phosphate
C16837	4-Amino-1-piperidinecarboxylic acid
C05770	Coproporphyrin III
C07090	Protoanemonin
C06026	KDO2-lipid A
C02985	L-Fucose 1-phosphate
C05400	Epimelibiose
C17712	Paromomycin II
C16610	Citalopram propionic acid
C02101	Glucomannan longer by one mannose unit
C16635	5'-Deoxy-5-fluorocytidine
C03223	3,4-Dihydroxyphthalate
C03996	5'-O-beta-D-Glucosylpyridoxine
C17328	UDP-4-keto-rhamnose
C11537	(2R)-3-Sulfolactate
C05825	2-Amino-5-oxohexanoate
C02141	Cycloeucalenol
C16370	Delphinidin 3-(6-p-coumaroyl)glucoside
C01788	CDP-abequose
C03982	2-Methylpropanal O-methyloxime
C00199	D-Ribulose 5-phosphate
C18911	(R)-4-Phosphopantoate
C21975	12-epi-Fischerindole G
C15651	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
C20507	Versiconal
C04678	Archaeal dolichyl N-acetyl-alpha-D-glucosaminyl phosphate
C07328	3-Methylbutanol
C18051	Chrysanthemyl diphosphate
C19686	3-(1-Carboxyvinyloxy)anthranilate
C01219	CDP-4-dehydro-6-deoxy-D-glucose
C04411	(2R,3S)-3-Isopropylmalate
C17211	2-Oxo-5-methylthiopentanoic acid
C03997	5-Hydroxymethyldeoxycytidylate
C21149	Dibenzothiophene-5-oxide
C05952	Leukotriene E4
C16356	1,7-Dimethyluric acid
C06988	beta-1,2,3,4,5,6-Hexachlorocyclohexane
C20174	delta-Guaiene
C18000	Nebramycin factor 4
C14815	5,6-Epoxytetraene
C04581	Tomentin
C03595	8,11,14-Eicosatrienoyl-CoA
C20981	5,10-Dihydrophenazine-1-carboxylate
C17209	2-Deoxy-scyllo-inosose
C17946	Carboxyphosphonopyruvate
C07130	Theophylline
C04561	Benzyl (2R,3S)-2-methyl-3-hydroxybutanoate
C18296	5a,11a-Dehydrooxytetracycline
C00955	Indole-3-ethanol
C17216	2-Oxo-6-methylthiohexanoic acid
C07717	3,4-Dihydroxyfluorene
C16513	(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid
C00331	Indolepyruvate
C12416	Nogalonate
C19884	Lipid IIA
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine
C02336	beta-D-Fructose
C01283	1-Amino-1-deoxy-scyllo-inositol 4-phosphate
C07643	4-Hydroxycyclophosphamide
C00418	(R)-Mevalonate
C00922	2,3-Dimethylmaleate
C18283	4-Chrysenecarboxylate
C01270	3-Hydroxy-2-methylpyridine-5-carboxylate
C12479	Coumermic acid
C14808	Hepoxilin A3
C08886	Asparagoside A
C00764	D-Sorbose
C06231	Ectoine
C08300	D-Cathine
C05424	5alpha-Cholestan-5alpha,6beta-diol
C19569	3-Succinoylpyridine
C15895	3,4-Dihydrospheroidene
C11916	dTDP-L-mycarose
C04264	S-(4-Bromophenyl)-mercaptopyruvate
C18360	Dihydrokalafungin dihydroquinone form
C16256	(E)-Cinnamoyl-CoA
C20747	(R)-Malyl-CoA
C14791	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene
C04830	beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
C22038	(R)-3-(3,4-Dihydroxyphenyl)lactate
C17214	2-(3'-Methylthio)propylmalic acid
C20899	Furan-2,5-dicarbaldehyde
C16154	UDP-L-Ara4FN
C07288	Sulcatol
C06163	(S)-cis-N-Methylstylopine
C16516	Indolylmethylthiohydroximate
C02880	Protochlorophyllide
C15796	22alpha-Hydroxy-campest-4-en-3-one
C03684	6-Pyruvoyltetrahydropterin
C03640	Sphingosyl-phosphocholine
C07295	Methanearsonous acid
C20121	trans,trans-Farnesyl phosphate
C03142	N-D-Glucosylarylamine
C11398	(1R,4R)-Dihydrocarvone
C05596	p-Hydroxyphenylacetylglycine
C00216	D-Arabinose
C00261	Benzaldehyde
C20321	[(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-CoA
C19771	2'-(5-Triphosphoribosyl)-3'-dephospho-CoA
C10833	Syringic acid
C04271	3,9-Dihydroxypterocarpan
C10469	Isoeugenol
C19740	(+)-alpha-Barbatene
C06893	2-Deoxy-5-keto-D-gluconic acid 6-phosphate
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
C05610	Sinapoyl aldehyde
C07394	Paclitaxel
C01504	Indanone
C06367	1-Carboxyvinyl carboxyphosphonate
C06156	alpha-D-Glucosamine 1-phosphate
C10478	Methylisoeugenol
C01380	Ethylene glycol
C06650	2,3-Dihydroxy 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane
C16298	Cyanidin 5-O-glucoside
C05341	beta-Alanyl-L-lysine
C21973	Hapalindole U
C18634	Aclacinomycin T
C01155	Quercetin 3,3'-bissulfate
C14450	4-Chloroaniline
C01419	Cys-Gly
C21184	(-)-5'-Demethylyatein
C09750	Zingiberene
C16295	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C06182	Pelletierine
C21439	11a-Hydroxy-7-chlortetracycline
C11961	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone
C02420	Isobutyronitrile
C11679	4,21-Dehydrocorynantheine aldehyde
C01137	S-Adenosylmethioninamine
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate
C16776	beta-Sesquiphellandrene
C12138	Delphinidin 3-O-glucoside
C20154	3-Methoxy-4',5-dihydroxy-trans-stilbene
C01260	P1,P4-Bis(5'-adenosyl)tetraphosphate
C00892	Pregnan-21-ol
C11943	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid
C21209	1-epi-Valienol 1-phosphate
C11861	Gibberellin A24
C20776	N-Acetylaspartylglutamylglutamate
C18348	2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl
C00876	Coenzyme F420
C04717	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid
C01792	Chlordecone
